language;length;size_min_word;size_max_word;size_average_word;number_0;number_1;variance;ecart_type;is_code
['000', '1', '0101101', '0', '01100', '1010', '011', '0', '1101010', '011'];10;1;7;3.5;18;17;46.5;6.819090848492928;0
['1', '0010', '0011', '0', '1110', '010100', '111000', '1', '001'];9;1;6;3.33;16;14;32.0;5.656854249492381;0
['100', '1', '11', '00', '100111', '100', '0010'];7;1;6;3.0;11;10;16.0;4.0;0
['0110000', '01', '1', '01001', '11011', '111000', '0', '0111', '110'];9;1;7;3.78;16;18;37.56;6.128258770283411;0
['11', '10000', '01010', '0101', '1110', '1', '0100110'];7;1;7;4.0;14;14;24.0;4.898979485566356;0
['1000', '100', '010101', '000', '1111100', '11111', '1'];7;1;7;4.14;13;16;24.86;4.9856938190329;0
['0', '010', '110101', '11', '0001', '001', '011', '001101', '000100', '10011'];10;1;6;3.9;21;18;28.9;5.375872022286245;0
['110', '0001111', '10', '101', '0101', '1011101'];6;2;7;4.33;10;16;23.33;4.83045891539648;0
['011', '0110', '10', '0001', '101000', '10100', '011', '11', '10'];9;2;6;3.44;16;15;16.22;4.027681991198191;0
['10', '0100', '0', '01', '111', '11', '1001', '111'];8;1;4;2.62;8;13;7.88;2.806243040080456;0
['11001', '011', '0000', '010111', '0011100', '10100', '11000', '000'];8;3;7;4.75;22;16;13.5;3.6742346141747673;0
['111110', '10', '10', '010', '01001'];5;2;6;3.6;8;10;13.2;3.63318042491699;0
['000000', '1110101', '0', '00100', '0'];5;1;7;4.0;14;6;32.0;5.656854249492381;0
['1000', '0101', '11', '1101011', '0001', '10000', '1', '11', '1100'];9;1;7;3.67;16;17;26.0;5.0990195135927845;0
['0011000', '001100', '1', '111'];4;1;7;4.25;9;8;22.75;4.769696007084728;0
['00', '11110', '101', '10', '000', '0111010'];6;2;7;3.67;11;11;19.33;4.39696865275764;0
['1101', '11110', '01111', '1', '10', '0', '11110', '1101', '10', '11101'];10;1;5;3.4;9;25;26.4;5.1380930314660525;0
['11', '11111', '0010', '0', '1011000', '1', '0100', '100000'];8;1;7;3.75;16;14;35.5;5.958187643906492;0
['010011', '1010', '0100011', '010001', '1101', '001'];6;3;7;5.0;16;14;12.0;3.4641016151377544;0
['1', '01', '01', '0', '1', '00100', '000', '011110', '0111', '11'];10;1;6;2.7;13;14;28.1;5.300943312279429;0
['1100101', '0', '1001', '00010', '0110110', '0001001', '1', '0010'];8;1;7;4.5;21;15;44.0;6.6332495807108;0
['110', '011', '00', '000000', '10'];5;2;6;3.2;11;5;10.8;3.286335345030997;0
['00', '01', '110111', '110011', '01010', '0100011', '0', '100'];8;1;7;4.0;16;16;36.0;6.0;0
['1111101', '0', '11', '0001', '10101', '000111'];6;1;7;4.17;10;15;26.83;5.180090089306685;0
['1000100', '1111', '101001', '0110', '011111', '1', '01', '10000', '111', '1100001'];10;1;7;4.5;20;25;38.5;6.2048368229954285;0
['0101', '000000', '1000', '10', '0011', '0000', '010'];7;2;6;3.86;20;7;8.86;2.9760952365713798;0
['010110', '10', '101', '1111110', '0', '11010', '1010000', '00010', '01010', '0'];10;1;7;4.2;22;20;47.6;6.899275324264136;0
['1000', '101', '0101000', '10', '0100011', '101010', '100'];7;2;7;4.57;19;13;25.71;5.0709255283711;0
['1', '1', '00001', '00', '0', '1111010', '10', '101'];8;1;7;2.75;11;11;33.5;5.787918451395113;0
['00000', '1', '0', '0100', '10', '111011', '01', '110100', '1000010', '0101001'];10;1;7;4.1;24;17;52.9;7.273238618387272;0
['011', '000100', '0', '0110'];4;1;6;3.5;9;5;13.0;3.605551275463989;0
['100111', '111000', '0', '11', '010110', '10', '0110100', '01'];8;1;7;4.0;15;17;42.0;6.48074069840786;0
['1100', '0010', '0010', '100111', '1110111', '1001100', '110', '0110'];8;3;7;4.88;18;21;16.88;4.107919181288746;0
['0000', '100110', '01100', '01', '000011', '11010', '1010011', '10'];8;2;7;4.62;21;16;23.88;4.886205071423016;0
['101111', '11', '0110', '11010', '0100', '100', '111', '100', '0101010'];9;2;7;4.11;16;21;20.89;4.570436400267362;0
['00', '011000', '0010', '10', '01101', '100', '110000'];7;2;6;4.0;18;10;18.0;4.242640687119285;0
['0101', '0', '0', '001', '01110', '1', '010101', '10111', '10101', '1000111'];10;1;7;3.8;17;21;43.6;6.603029607687671;0
['0001', '0000111', '1111', '1', '10101'];5;1;7;4.2;9;12;18.8;4.33589667773576;0
['10010', '000', '111110', '0000', '1110000'];5;3;7;5.0;15;10;10.0;3.1622776601683795;0
['111010', '01', '10001', '10', '00', '0101', '0', '0011', '110', '11'];10;1;6;3.1;15;16;22.9;4.78539444560216;0
['1111', '0', '0000', '1', '010', '110', '000', '11110'];8;1;5;3.0;12;12;14.0;3.7416573867739413;0
['1001', '111010', '011110', '00', '0', '01', '1100110', '01', '1'];9;1;7;3.44;14;17;44.22;6.649979114420001;0
['011', '110001', '010111', '00', '01', '0011011', '0001', '100', '100001', '10'];10;2;7;4.1;22;19;34.9;5.907622195096772;0
['00', '1011', '0'];3;1;4;2.33;4;3;4.67;2.1602468994692865;0
['0', '0110', '0101', '0000', '0010', '10'];6;1;4;3.17;13;6;8.83;2.9720924166878344;0
['001', '0', '000', '0001', '0', '0100'];6;1;4;2.67;13;3;9.33;3.0550504633038935;0
['01110', '1', '1000', '100', '0110', '00000', '101000', '1110110', '11'];9;1;7;4.11;20;17;28.89;5.374838498865699;0
['00', '1111010', '000'];3;2;7;4.0;7;5;14.0;3.7416573867739413;0
['0', '010', '01010', '01', '00', '01'];6;1;5;2.5;10;5;9.5;3.082207001484488;0
['1101', '10011', '0', '100101', '001010', '01', '11010', '0', '001100'];9;1;6;4.0;19;17;36.0;6.0;0
['0', '00010', '000011', '10', '0000000'];5;1;7;4.2;17;4;26.8;5.176871642217914;0
['000010', '111010', '11', '000', '11', '10011', '11101', '111', '1010', '0'];10;1;6;3.7;16;21;28.1;5.300943312279429;0
['00110', '0001011', '001001', '01010', '111', '000101', '1', '0110'];8;1;7;4.62;20;17;25.88;5.086747487343951;0
['1111011', '01', '1100', '0111101', '0110', '0100100', '1', '001', '00', '1011001'];10;1;7;4.4;20;24;52.4;7.238784428341543;0
['000100', '11', '1'];3;1;6;3.0;5;4;14.0;3.7416573867739413;0
['000', '1', '0001010', '00000', '101', '11011', '011001', '00', '10010', '0'];10;1;7;3.8;24;14;39.6;6.29285308902091;0
['000', '1110111', '1001010', '1010', '00110', '1111010', '11001', '010110', '100'];9;3;7;5.22;22;25;21.56;4.642796092394706;0
['1111', '101101', '1101', '1', '1100101', '00', '01100', '11'];8;1;7;3.88;11;20;30.88;5.5565276927232174;0
['0110', '1', '10', '110100', '01'];5;1;6;3.0;7;8;16.0;4.0;0
['011011', '1101', '1', '11011', '001', '1110', '11010'];7;1;6;4.0;9;19;16.0;4.0;0
['1', '10', '1100000', '100', '0', '0001100', '0111010', '0010'];8;1;7;4.0;20;12;50.0;7.0710678118654755;0
['00101', '001', '111', '01000', '01001', '0'];6;1;5;3.67;13;9;13.33;3.6514837167011076;0
['1110101', '0110110', '11', '101', '01010', '0101', '1101000', '1', '1011101'];9;1;7;4.78;17;26;45.56;6.749485577105529;0
['1110', '101', '101', '10', '10', '0010000', '011101', '0001110', '1001000', '110'];10;2;7;4.4;23;21;40.4;6.356099432828281;0
['1', '100100', '00100', '000000', '1111'];5;1;6;4.4;14;8;17.2;4.147288270665544;0
['1', '001111', '01', '100', '011', '100010', '0000100', '0110', '001110'];9;1;7;4.22;21;17;35.56;5.962847939999438;0
['10', '0011', '001', '111', '010', '111'];6;2;4;3.0;7;11;2.0;1.4142135623730951;0
['1', '100', '0101', '011001', '100', '11110', '1011', '000111', '000', '00'];10;1;6;3.7;19;18;24.1;4.909175083453431;0
['100', '01', '110', '1000010', '0111001', '1111', '001', '11'];8;2;7;3.88;14;17;28.88;5.373546315051169;0
['11100', '1111', '110010', '111011', '11', '1111', '000111', '1'];8;1;6;4.25;9;25;25.5;5.049752469181039;0
['00010', '11110', '10', '001000', '1110011', '1', '11'];7;1;7;4.0;13;15;32.0;5.656854249492381;0
['11', '100110', '10', '100', '110100', '110', '0', '000111', '10011'];9;1;6;3.78;16;18;31.56;5.617433182117572;0
['100010', '0000', '000111', '010', '1', '0', '00101'];7;1;6;3.71;17;9;27.43;5.237229365663818;0
['01', '1000010', '0111', '10', '11', '0', '0011'];7;1;7;3.14;11;11;24.86;4.9856938190329;0
['01', '10011', '1100', '000', '100100', '11', '1001001', '1010010'];8;2;7;4.5;20;16;30.0;5.477225575051661;0
['000', '00', '00010', '000010', '1111101', '110', '00100', '0110100', '0001', '1110'];10;2;7;4.6;28;18;26.4;5.138093031466052;0
['0011', '111001', '0001', '011000', '010', '111', '01101', '0110011', '11001'];9;3;7;4.78;20;23;15.56;3.9440531887330774;0
['1', '01110', '0010', '11', '0'];5;1;5;2.6;6;7;13.2;3.63318042491699;0
['1000', '1', '0', '0', '10', '1110000'];6;1;7;2.67;10;6;29.33;5.416025603090641;0
['00', '01', '0', '10', '00011', '11', '1100', '1'];8;1;5;2.38;10;9;13.88;3.724916106437835;0
['11000', '0101', '00', '1', '10', '011000', '0'];7;1;6;3.0;13;8;24.0;4.898979485566356;0
['001', '11101', '1', '10', '1', '1', '00', '10', '011001', '0001'];10;1;6;2.7;13;14;28.1;5.300943312279429;0
['1011101', '101100', '110010', '1', '0', '110', '0010101', '0', '111011'];9;1;7;4.22;16;22;57.56;7.586537784494028;0
['01010', '0001011', '11', '101', '1001', '0000000', '1010'];7;2;7;4.57;19;13;21.71;4.65985898008574;0
['1101', '01111', '11', '000', '100011', '1', '01010', '101'];8;1;6;3.62;12;17;19.88;4.458138625031752;0
['0', '110', '0', '0010100', '1', '011111', '0', '011', '101110', '1'];10;1;7;3.0;13;17;54.0;7.3484692283495345;0
['1', '000', '01011', '100', '0', '10', '101001'];7;1;6;3.0;12;9;22.0;4.69041575982343;0
['00', '011', '111001', '01', '0111011', '1'];6;1;7;3.5;8;13;29.5;5.431390245600108;0
['01', '0', '10111', '000011', '0', '1', '100000', '0001000'];8;1;7;3.62;19;10;47.88;6.919176251549024;0
['101', '11', '10', '1', '111001', '1110001'];6;1;7;3.5;7;14;29.5;5.431390245600108;0
['00', '1001', '1', '0', '0101101', '01101', '1'];7;1;7;3.0;10;11;34.0;5.830951894845301;0
['00011', '0010', '0010', '1111110', '0', '1', '00100'];7;1;7;3.86;15;12;28.86;5.371884479132333;0
['010000', '0000000', '11', '0', '010100', '0'];6;1;7;3.83;18;5;38.83;6.231639698613305;0
['110', '00', '100100', '101', '0', '0010', '0000'];7;1;6;3.29;16;7;15.43;3.9279220242478625;0
['011', '111111', '00110', '0000', '0011000', '010', '10110', '111', '011', '1'];10;1;7;4.0;18;22;28.0;5.291502622129181;0
['1', '00011', '00', '0000100', '110', '10011', '0', '100001', '1001', '111'];10;1;7;3.7;21;16;38.1;6.172519744804386;0
['1011100', '1111', '0111', '111101', '001', '01000', '1', '011011', '11110'];9;1;7;4.56;14;27;26.22;5.120763831912406;0
['101', '101111', '0100111', '011', '11', '0001', '0', '011000', '0011'];9;1;7;4.0;16;20;32.0;5.656854249492381;0
['00', '110010', '010011', '1011', '11010', '00010', '001', '100010'];8;2;6;4.62;21;16;15.88;3.984344362627307;0
['001', '0101000', '0000101', '1000010', '11000', '1', '010', '11000', '11010', '01110'];10;1;7;4.8;29;19;35.6;5.966573556070519;0
['0', '0', '1001001', '10', '11', '111101', '0', '0001', '01111', '00'];10;1;7;3.1;15;16;44.9;6.700746227100382;0
['01', '0111', '1010', '101110', '010000', '0001010', '010'];7;2;7;4.57;18;14;19.71;4.44007721940573;0
['1', '111010', '1001001', '1', '11', '1011010', '1100101', '1111111', '10'];9;1;7;4.44;13;27;64.22;8.013876853447538;0
['10', '0', '101101', '01101', '001', '11010', '00011'];7;1;6;3.86;13;14;20.86;4.566962103755937;0
['10', '0', '1011', '0', '011100', '1', '0'];7;1;6;2.29;8;8;23.43;4.840306956027834;0
['1101010', '01', '1000', '000', '0101', '000', '1', '01111', '1111001'];9;1;7;4.0;18;18;34.0;5.830951894845301;0
['1', '0100', '011000', '11', '0', '111', '100', '1', '0111', '000011'];10;1;6;3.1;15;16;32.9;5.735852159879995;0
['111', '10110', '000', '1', '111', '011000'];6;1;6;3.5;9;12;15.5;3.9370039370059056;0
['11', '100111', '0010100', '10', '00', '0', '10', '00111'];8;1;7;3.38;14;13;35.88;5.989574275355469;0
['100', '0010', '101', '10'];4;2;4;3.0;7;5;2.0;1.4142135623730951;0
['111001', '100', '10', '1010', '1', '1110', '10'];7;1;6;3.14;9;13;16.86;4.105745103771404;0
['00011', '1', '0', '00011', '100', '100010', '01010', '0', '000100', '10'];10;1;6;3.5;23;12;40.5;6.363961030678928;0
['1111001', '100011', '0111', '01', '111111', '1011', '1110101', '100', '00101', '00001'];10;2;7;4.9;19;30;24.9;4.98998997994986;0
['111', '0000', '000', '101', '100001'];5;3;6;3.8;12;7;6.8;2.6076809620810595;0
['000', '101010', '100000', '00001', '1000101', '11001', '10'];7;2;7;4.86;22;12;18.86;4.342481186734475;0
['000', '1111', '1011100', '01', '010101', '0111010', '00'];7;2;7;4.43;15;16;29.71;5.451081150953975;0
['10', '1', '110100', '0', '1', '1111', '111100', '1010', '0010111', '0'];10;1;7;3.3;13;20;52.1;7.2180329730474355;0
['000100', '011111', '01111', '0011', '0010110', '1000010', '101', '1101'];8;3;7;5.25;20;22;15.5;3.9370039370059056;0
['0001111', '00', '0', '01110'];4;1;7;3.75;8;7;22.75;4.769696007084728;0
['110', '1101', '00111', '101', '111011', '0', '00'];7;1;6;3.43;9;15;17.71;4.20883424647321;0
['000', '01', '0', '11100'];4;1;5;2.75;7;4;8.75;2.958039891549808;0
['1', '11', '000000', '100', '1010011', '010'];6;1;7;3.67;13;9;27.33;5.228129047119374;0
['10111', '110101', '01', '0001010', '0', '00', '010', '101010'];8;1;7;4.0;17;15;36.0;6.0;0
['01101', '101', '010', '00100', '1000', '011111', '0', '011011', '011100'];9;1;6;4.33;19;20;24.0;4.898979485566356;0
['0', '011', '0', '001', '01000', '1110', '1100'];7;1;5;3.0;12;9;14.0;3.7416573867739413;0
['00', '011', '010', '01', '0000010', '0000', '000'];7;2;7;3.43;19;5;17.71;4.20883424647321;0
['0100', '111111', '111', '0', '0', '0000'];6;1;6;3.17;9;10;18.83;4.339738855430513;0
['1', '01', '01111', '00', '00', '11'];6;1;5;2.33;6;8;9.33;3.055050463303893;0
['111010', '01', '00001', '010001', '00110', '1101101', '1', '111010', '1', '010000'];10;1;7;4.5;23;22;46.5;6.819090848492928;0
['011000', '010100', '0000100', '01100', '1100', '0011010', '1', '0000', '10110'];9;1;7;5.0;29;16;28.0;5.291502622129181;0
['0', '01000', '10', '1110', '1011', '11', '001001', '0100'];8;1;6;3.5;15;13;20.0;4.47213595499958;0
['1011', '01', '000101', '1', '0', '00'];6;1;6;2.67;9;7;19.33;4.39696865275764;0
['010000', '01101', '0101001', '0010', '11', '0', '01011', '00', '1', '1'];10;1;7;3.4;19;15;46.4;6.81175454637056;0
['111', '111', '1', '1', '0101010', '1', '11', '111', '110', '011011'];10;1;7;3.0;7;23;38.0;6.164414002968976;0
['01', '110111', '0111', '1011110', '00100', '110010', '0000', '1', '10'];9;1;7;4.11;17;20;34.89;5.9066817155564495;0
['1101', '1110101', '0101', '00', '1', '010110', '0', '10', '100'];9;1;7;3.33;14;16;36.0;6.000000000000001;0
['01110', '1001', '10', '0001010', '0', '0100', '0010110', '001001', '11111'];9;1;7;4.56;22;19;34.22;5.849976258261415;0
['0100010', '110', '1101', '1', '1', '1', '10110', '001', '010', '111100'];10;1;7;3.4;15;19;40.4;6.35609943282828;0
['10001', '100', '1111111', '0101111', '1001', '00', '0000010', '0011', '011'];9;2;7;4.67;20;22;30.0;5.477225575051661;0
['10100', '01', '00', '0', '110011'];5;1;6;3.2;9;7;18.8;4.33589667773576;0
['010000', '0110', '0', '00001', '001101', '00101', '00', '100', '0111', '010'];10;1;6;3.9;25;14;24.9;4.9899899799498595;0
['0', '1000', '011', '101', '01', '010010', '1001', '11', '000100', '110011'];10;1;6;3.7;20;17;30.1;5.486346689738081;0
['1111111', '111', '00'];3;2;7;4.0;2;10;14.0;3.7416573867739413;0
['001101', '11', '011010', '0110', '00', '10', '100', '001010', '110111'];9;2;6;4.11;18;19;28.89;5.374838498865699;0
['00', '111010', '0', '1', '10001', '100111', '00'];7;1;6;3.29;12;11;31.43;5.606119105813881;0
['0', '1111000', '10111', '000', '0'];5;1;7;3.4;9;8;27.2;5.215361924162119;0
['0', '0001001', '11', '00', '01', '010000', '0110', '1000', '010', '10'];10;1;7;3.3;22;11;34.1;5.8395205282625735;0
['0111', '0000011', '001101', '0', '10', '11', '00'];7;1;7;3.43;13;11;31.71;5.631543812693435;0
['1100001', '1', '011110', '10101', '11101', '1100', '1', '00', '100', '0001110'];10;1;7;4.1;19;22;46.9;6.848357467305573;0
['1', '00', '00100', '1010001', '10', '0', '11'];7;1;7;2.86;12;8;30.86;5.5549205986353085;0
['10001', '000000', '001011', '011100', '011', '0111', '000110', '1101001'];8;3;7;5.38;24;19;11.88;3.4460121880225554;0
['1000011', '01', '001001', '001', '11000', '000', '110110'];7;2;7;4.57;19;13;21.71;4.65985898008574;0
['011000', '1010', '001000', '0', '01000'];5;1;6;4.4;16;6;17.2;4.147288270665544;0
['1001', '0000', '00110', '0101000', '111', '0', '1100011'];7;1;7;4.43;18;13;27.71;5.264435935053794;0
['1', '1001', '010', '11', '1111110', '01'];6;1;7;3.17;6;13;22.83;4.7784237289438165;0
['110100', '0', '01010', '00', '0101', '01', '1011101', '1111', '11'];9;1;7;3.67;14;19;34.0;5.830951894845301;0
['1001', '0', '011110', '1', '111110', '00', '11011'];7;1;6;3.57;9;16;29.71;5.451081150953975;0
['00010', '1101', '10011', '010', '1', '00', '00010', '001111', '101001'];9;1;6;4.11;20;17;24.89;4.988876515698588;0
['1101100', '0000101', '11111', '0101011', '0', '1000101', '0100110', '000'];8;1;7;5.5;23;21;38.0;6.164414002968976;0
['11100', '0', '1000', '11', '1001111', '00', '111', '000', '00'];9;1;7;3.22;15;14;27.56;5.2493385826745405;0
['11', '1001011', '110', '1010111', '1', '1', '000', '01111', '101'];9;1;7;3.56;11;21;42.22;6.497862896539309;0
['0', '1111', '0000000', '001', '0', '1', '1001'];7;1;7;3.0;13;8;30.0;5.477225575051661;0
['0111', '0001', '1', '000', '0', '00', '1', '000', '0001'];9;1;4;2.56;16;7;14.22;3.771236166328254;0
['0', '011100', '000'];3;1;6;3.33;7;3;12.67;3.559026084010437;0
['111', '000110', '0011110', '1010101', '1010', '0010100', '10', '0010', '001101', '1'];10;1;7;4.7;24;23;44.1;6.640783086353596;0
['111', '0', '0', '000', '00001', '001110', '100011', '1011'];8;1;6;3.62;16;13;27.88;5.2796780204857185;0
['11000', '01110', '000101', '10', '01', '100', '0110110', '0'];8;1;7;3.88;17;14;32.88;5.733672470589857;0
['0010010', '0110', '1', '001100', '0110', '000011', '010011', '1101111', '01', '00'];10;1;7;4.5;24;21;44.5;6.670832032063167;0
['11', '1'];2;1;2;1.5;0;3;0.5;0.7071067811865476;0
['0011101', '10011', '0', '001011', '111', '01101', '1111', '0', '01001'];9;1;7;4.11;15;22;34.89;5.9066817155564495;0
['111001', '0', '0', '100', '0111', '1', '00111', '00'];8;1;6;2.88;11;12;26.88;5.18411033833193;0
['01', '1000', '1', '10', '00', '00100'];6;1;5;2.67;11;5;11.33;3.366501646120693;0
['1', '001100', '1', '101110', '1', '010', '011', '01', '000'];9;1;6;2.89;13;13;30.89;5.557777333511022;0
['1', '11', '10111', '00', '000', '00100', '0101', '1', '10', '010'];10;1;5;2.8;15;13;19.6;4.427188724235731;0
['01', '0111100', '00010', '11', '010', '11', '00101', '0100'];8;2;7;3.75;16;14;23.5;4.847679857416329;0
['101110', '1010011', '10', '1011010', '0110', '1011', '1011', '10000'];8;2;7;4.88;17;22;20.88;4.568916720624267;0
['0000', '11001', '001001', '101', '1', '010001', '01'];7;1;6;3.86;16;11;22.86;4.780914437337574;0
['11100', '001', '1000', '010', '1111', '0010', '0100011'];7;3;7;4.29;16;14;11.43;3.3806170189140663;0
['10', '110', '1010'];3;2;4;3.0;4;5;2.0;1.4142135623730951;0
['10', '1', '1', '0111', '100111', '110', '1001110', '10'];8;1;7;3.25;9;17;35.5;5.958187643906492;0
['10100', '11', '1', '010', '100', '0110000', '0001', '001110'];8;1;7;3.88;18;13;28.88;5.373546315051169;0
['10110', '10', '1001', '0000', '001', '01100', '0100', '00', '11'];9;2;5;3.44;19;12;12.22;3.496029493900505;0
['001001', '01', '0', '010000', '1', '00101', '000'];7;1;6;3.43;17;7;29.71;5.451081150953975;0
['011010', '100001', '1100110', '000', '010', '01110', '1111111', '000011'];8;3;7;5.38;21;22;17.88;4.227883631321941;0
['01', '1100', '101', '00001', '0111111', '10', '01101', '011110', '1011111', '1100001'];10;2;7;4.8;19;29;35.6;5.966573556070519;0
['1010', '110', '1001', '0001', '1', '100'];6;1;4;3.17;10;9;6.83;2.614064523559687;0
['010', '1', '0101', '00', '000', '1110111', '101', '1111', '001'];9;1;7;3.33;13;17;22.0;4.69041575982343;0
['011', '010', '0000011', '11', '00110', '0'];6;1;7;3.5;12;9;23.5;4.847679857416329;0
['010', '01', '1', '010011'];4;1;6;3.0;6;6;14.0;3.7416573867739413;0
['11', '101101', '11', '101'];4;2;6;3.25;3;10;10.75;3.278719262151;0
['1100', '11', '10', '110001', '111', '1', '111', '000000', '01000'];9;1;6;3.56;16;16;26.22;5.120763831912406;0
['1111', '000000', '011', '00', '0010100', '1000101', '0001101', '010000', '0100', '0'];10;1;7;4.7;31;16;44.1;6.640783086353596;0
['101000', '010100', '0', '0101011', '100110', '0011100', '1101001', '1110100', '0101'];9;1;7;5.67;27;24;32.0;5.656854249492381;0
['111100', '111', '1101', '011000', '11', '010', '001', '0', '00011', '11100'];10;1;6;3.8;17;21;25.6;5.059644256269407;0
['1000', '10', '1', '0010111', '1101', '01', '11', '1', '1', '11'];10;1;7;2.6;9;17;32.4;5.692099788303083;0
['100000', '00', '1011', '11', '1'];5;1;6;3.0;8;7;16.0;4.0;0
